Route,lat,lon,stopId,title
2,37.7935999,-122.3954799,16475,Spear & Market St
2,37.7941399,-122.39423,136497,Steuart St & Mission St
2,37.7824999,-122.47308,17543,Clement & 14th Ave
2,37.7825799,-122.47097,14048,Clement St & 12th Ave
2,37.7826999,-122.46837,14046,Clement St & 10th Ave
2,37.7827999,-122.46616,14044,Clement St & 8th Ave
2,37.7828599,-122.46433,14043,Clement St & 6th Ave
2,37.7829899,-122.46195,14041,Clement St & 4th Ave
2,37.78309,-122.4598199,14039,Clement St & 2nd Ave
2,37.7837399,-122.45896,13647,Arguello Blvd & Euclid Ave
2,37.78566,-122.45904,13846,California St & Arguello Blvd
2,37.7859699,-122.45633,13853,California St & Cherry St
2,37.7863799,-122.45327,13897,California St & Spruce St
2,37.7867999,-122.44998,13876,California St & Laurel St
2,37.7872099,-122.44693,13893,California St & Presidio Ave
2,37.79015,-122.3969499,15591,Mission St & Fremont St
2,37.7918799,-122.39476,137759,Mission & Main
